"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL264241";"ANIDULAFUNGIN";"ANIDULAFUNGIN|D-70013|D70013|ECALTA|Eraxis|LY-303366|LY303366|V-ECHINOCANDIN|VER-002|VER002";"Small molecule";"4.0";"1140.25";"90";"1954";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1139.5063";"None";"None";"C58H73N7O17";"CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1";"JHVAMHSQVVQIOT-MFAJLEFUSA-N"
"CHEMBL1951095";"ERAVACYCLINE";"ERAVACYCLINE|TP-434";"Small molecule";"4.0";"558.56";"15";"58";"0.29";"193.73";"10";"6";"2";"5";"N";"0.22";"2.62";"8.53";"-3.27";"-3.51";"1";"MOL";"0";"40";"12";"7";"3";"558.2126";"0.33";"ZWITTERION";"C27H31FN4O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12";"HLFSMUUOKPBTSM-ISIOAQNYSA-N"
"CHEMBL3989829";"NETILMICIN SULFATE";"NETILLIN|NETILMICIN SULFATE|NETILMICIN SULPHATE|Netromycin|SCH 20569|SCH-20569";"Small molecule";"4.0";"1441.57";"1";"1";"-3.20";"199.73";"12";"8";"2";"8";"N";"0.18";"12.55";"9.80";"-3.53";"-10.64";"0";"MOL";"0";"33";"12";"11";"2";"475.3006";"1.98";"BASE";"C42H92N10O34S5";"CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"AGFWIZQEWFGATK-UNZHCMSXSA-N"
"CHEMBL550961";"DIAZEPINOMICIN";"AMO-01|BU-4664L|DIAZEPINOMICIN|ECO-4601|TLN-4601";"Small molecule";"2.0";"462.59";"11";"19";"6.93";"93.03";"5";"4";"1";"8";"N";"0.19";"8.88";"0.73";"7.47";"7.45";"2";"MOL";"0";"34";"6";"4";"1";"462.2519";"1.36";"NEUTRAL";"C28H34N2O4";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21";"SALVHVNECODMJP-GNUCVDFRSA-N"
"CHEMBL1200588";"CLINDAMYCIN HYDROCHLORIDE";"ANTIROBE|CLEOCIN HYDROCHLORIDE|CLINDAMYCIN (AS HYDROCHLORIDE)|CLINDAMYCIN HCL|CLINDAMYCIN HYDROCHLORIDE|CLINSOL|CLINTABS|Cleocin|Clindamycin Hydrochloride|DALACIN C|NSC-756696|SOBELIN|U-25179E";"Small molecule";"4.0";"461.45";"19";"48";"0.39";"102.26";"7";"4";"0";"7";"N";"0.44";"12.41";"7.55";"1.04";"0.65";"0";"MOL";"0";"27";"7";"4";"0";"424.1799";"0.60";"NEUTRAL";"C18H34Cl2N2O5S";"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl";"AUODDLQVRAJAJM-XJQDNNTCSA-N"
"CHEMBL8965";"ROSARAMICIN";"4'-DEOXYCIRRAMYCIN A1|CIRRAMYCIN A1, 4'-DEOXY-|JUVENIMICIN A3|M-4365A2|NSC-175150|ROSAMICIN|ROSARAMICIN|Rosaramicin|SCH 14947|SCH-14947";"Small molecule";"-1.0";"581.75";"4";"13";"2.67";"135.13";"10";"2";"1";"6";"N";"0.27";"12.82";"7.68";"2.68";"2.21";"0";"MOL";"0";"41";"10";"2";"1";"581.3564";"2.09";"NEUTRAL";"C31H51NO9";"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C";"IUPCWCLVECYZRV-JZMZINANSA-N"
"CHEMBL2109188";"FUSAFUNGINE";"BIOPAROX|FUSAFUNGIN|FUSAFUNGINE|FUSARINE|LOCABIOSOL|LOCABIOTAL|S 314|S-314";"Unknown";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1200656";"NATAMYCIN";"ANTIBIOTIC A-5283|CL 12,625|CL-12625|DELVOCID|E-235|E235|INS NO.235|INS-235|MYCOPHYT|MYPROZINE|Myprozine|NATAMYCIN|NSC-759167|Natacyn|PIMAFUCIN|PIMARACIN|PIMARICIN|Pimaricin|SYNOGIL|TENNECETIN";"Small molecule";"4.0";"665.73";"137";"388";"0.12";"230.99";"13";"7";"3";"3";"N";"0.16";"3.69";"9.11";"-1.69";"-1.70";"0";"MOL";"0";"47";"14";"8";"3";"665.3047";"2.38";"ZWITTERION";"C33H47NO13";"C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O";"NCXMLFZGDNKEPB-FFPOYIOWSA-N"
"CHEMBL3989571";"SPECTINOMYCIN HYDROCHLORIDE";"Actinospectacin|Espectinomicina|M-141|NSC-248616|NSC-757319|SPECTINOMYCIN DIHYDROCHLORIDE|SPECTINOMYCIN HCL|SPECTINOMYCIN HCL PENTAHYDRATE|SPECTINOMYCIN HYDROCHLORIDE|SPECTINOMYCINI HYDROCHLORIDUM|Spectam|Stanilo|Trobicin|U-18,409AE|U-18409AE";"Small molecule";"4.0";"495.35";"2";"4";"-2.93";"129.51";"9";"5";"0";"2";"N";"0.36";"8.66";"9.17";"-2.20";"-3.09";"0";"MOL";"0";"23";"9";"5";"0";"332.1584";"2.43";"BASE";"C14H36Cl2N2O12";"CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O";"DCHJOVNPPSBWHK-UXXUFHFZSA-N"
"CHEMBL2146100";"CHLORTETRACYCLINE CALCIUM";"CALCIUM CHLORTETRACYCLINE|CALCIUM-CHLORTETRACYCLINE COMPLEX|CHLOROTETRACYCLINE CALCIUM SALT|CHLORTETRACYCLINE CALCIUM|CHLORTETRACYCLINE CALCIUM COMPLEX";"Small molecule";"-1.0";"516.95";"";"";"0.44";"181.62";"9";"6";"1";"2";"N";"0.33";"2.64";"8.55";"-2.89";"-3.33";"1";"MOL";"0";"33";"10";"7";"1";"478.1143";"1.38";"ZWITTERION";"C22H21CaClN2O8";"CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.[Ca+2]";"MAWUOYRJAIQZRH-MRFRVZCGSA-L"
"CHEMBL1186894";"AMRUBICIN";"AMRUBICIN";"Small molecule";"3.0";"483.47";"4";"12";"0.63";"176.61";"10";"5";"0";"3";"N";"0.33";"8.10";"7.02";"1.74";"1.81";"2";"MOL";"0";"35";"10";"6";"1";"483.1529";"1.51";"NEUTRAL";"C25H25NO9";"CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O";"VJZITPJGSQKZMX-XDPRQOKASA-N"
"CHEMBL3989602";"NEOMYCIN UNDECYLENATE";"NEODECYLLIN|NEOMYCIN UNDECYLATE|NEOMYCIN UNDECYLENATE|NEOMYCIN, 10-UNDECENOATE (SALT)";"Small molecule";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1200647";"CANDICIDIN";"CANDICIDIN|Vanobid";"Small molecule";"4.0";"1109.32";"8";"39";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1108.5719";"None";"None";"C59H84N2O18";"CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1";"OPGSFDUODIJJGF-JBUZINEHSA-N"
"CHEMBL439";"SULFADIAZINE";"Adiazine|Coco-diazine|Diazyl|NSC-35600|SSD|SULFACOMBIN|SULFADIAZINE|SULFADIAZINE (TRISULFAPYRIMIDINES)|SULPHADIAZINE|Sildaflo|Silvadene|Sulfadiazine|Sulfapyrimidine|Sulfolex|Sulphadiazine|Thermazene";"Small molecule";"4.0";"250.28";"168";"851";"0.86";"97.97";"5";"2";"0";"3";"N";"0.79";"6.99";"2.01";"0.39";"-0.05";"2";"MOL";"0";"17";"6";"3";"0";"250.0524";"-1.65";"NEUTRAL";"C10H10N4O2S";"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1";"SEEPANYCNGTZFQ-UHFFFAOYSA-N"
"CHEMBL3989823";"VIOMYCIN SULFATE";"FLORIMYCIN SULFATE|NSC-760360|VIOMYCIN SULFATE|VIOMYCIN SULPHATE|Viocin Sulfate";"Protein";"4.0";"783.78";"1";"1";"-8.88";"392.86";"15";"15";"3";"10";"N";"0.09";"8.99";"22.11";"-10.98";"-16.45";"0";"MOL";"0";"48";"23";"19";"3";"685.3256";"1.01";"BASE";"C25H45N13O14S";"NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O.O=S(=O)(O)O";"AQONYROJHRNYQQ-QMAPKBLTSA-N"
"CHEMBL2218913";"CAPREOMYCIN SULFATE";"34977|CAPASTAT SULPHATE|CAPREOMYCIN DISULFATE|CAPREOMYCIN SULFATE|CAPREOMYCIN SULPHATE|CAPREOMYCIN, SULFATE (1:2) (SALT)|CAPREOMYCIN, SULFATE (SALT)|CAPREOMYCINI SULFAS|Capastat Sulfate|NSC-755904|OGOSTAL";"Protein";"4.0";"1517.59";"5";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1320.6984";"None";"None";"C50H92N28O23S2";"C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1.O=S(=O)(O)O.O=S(=O)(O)O";"TUATYNXRYJTQTQ-BVRBKCERSA-N"
"CHEMBL1240705";"CARBAPENEM";"(5R)-CARBAPENEM|(5R)-CARBAPENEM-3-CARBOXYLIC ACID|ANTIBIOTIC TAN 458|CARBAPENEM|CARBAPENEM, (5R)-|SQ-27860";"Small molecule";"2.0";"153.14";"1";"15";"-0.04";"57.61";"2";"1";"0";"1";"Y";"0.54";"3.65";"None";"-0.67";"-3.99";"0";"MOL";"0";"11";"4";"1";"0";"153.0426";"0.74";"ACID";"C7H7NO3";"O=C(O)C1=CC[C@@H]2CC(=O)N12";"BSIMZHVOQZIAOY-SCSAIBSYSA-N"
"CHEMBL404520";"CHLORTETRACYCLINE";"CHLOROTETRACYCLINE|CHLORTETRACYCLINE|Chlortetracycline|E702";"Small molecule";"4.0";"478.89";"124";"864";"0.44";"181.62";"9";"6";"1";"2";"N";"0.33";"2.64";"8.55";"-2.89";"-3.33";"1";"MOL";"0";"33";"10";"7";"1";"478.1143";"1.38";"ZWITTERION";"C22H23ClN2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12";"CYDMQBQPVICBEU-XRNKAMNCSA-N"
"CHEMBL4297519";"NAFITHROMYCIN";"NAFITHROMYCIN";"Small molecule";"2.0";"859.06";"";"";"4.12";"224.18";"17";"2";"2";"10";"N";"0.11";"8.93";"7.66";"4.56";"4.30";"2";"MOL";"0";"60";"17";"3";"2";"858.4197";"0.69";"NEUTRAL";"C42H62N6O11S";"CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2[C@H](/C(N)=N/O[C@@H](C)c3nnc(-c4ccccn4)s3)C(=O)O[C@@]21C";"RLFCSBSRGRJFRO-QAOQTAGDSA-N"
"CHEMBL2103854";"OMADACYCLINE TOSYLATE";"NUZYRA|OMADACYCLINE TOSILATE|OMADACYCLINE TOSYLATE|PTK 0796|PTK-0796";"Small molecule";"4.0";"728.87";"1";"4";"1.32";"176.66";"10";"6";"2";"6";"N";"0.28";"2.85";"10.49";"-2.18";"-2.25";"1";"MOL";"0";"40";"11";"7";"3";"556.2897";"0.90";"ZWITTERION";"C36H48N4O10S";"CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1";"SETFNHZTVGTBHC-XGLFQKEBSA-N"
"CHEMBL1757";"FOSFOMYCIN";"CALCIUM FOSFOMYCIN|FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN CALCIUM HYDRATE|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|NSC-758170|ZTI-01";"Small molecule";"4.0";"138.06";"72";"399";"-0.09";"70.06";"2";"2";"0";"1";"N";"0.39";"1.25";"None";"-0.74";"-3.18";"0";"MOL";"0";"8";"4";"2";"0";"138.0082";"0.93";"ACID";"C3H7O4P";"C[C@@H]1O[C@@H]1P(=O)(O)O";"YMDXZJFXQJVXBF-STHAYSLISA-N"
"CHEMBL1434";"MINOCYCLINE";"MINOCYCLINE|Minocycline";"Small molecule";"4.0";"457.48";"109";"956";"0.19";"164.63";"9";"5";"0";"3";"N";"0.40";"2.90";"7.90";"-2.54";"-2.61";"1";"MOL";"0";"33";"10";"6";"1";"457.1849";"1.30";"ACID";"C23H27N3O7";"CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O";"DYKFCLLONBREIL-KVUCHLLUSA-N"
"CHEMBL2105869";"ROSARAMICIN SODIUM PHOSPHATE";"ROSAMICIN SODIUM PHOSPHATE|ROSARAMICIN SODIUM PHOSPHATE|SCH 14947.NAH2P04";"Small molecule";"-1.0";"701.72";"";"";"2.67";"135.13";"10";"2";"1";"6";"N";"0.27";"12.82";"7.68";"2.68";"2.21";"0";"MOL";"0";"41";"10";"2";"1";"581.3564";"2.09";"NEUTRAL";"C31H53NNaO13P";"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C.O=P([O-])(O)O.[Na+]";"UVDWKWQHKOALJL-ZTHLIMQFSA-M"
"CHEMBL2104434";"ROSARAMICIN STEARATE";"ROSAMICIN OCTADECANOATE (SALT)|ROSAMICIN STEARATE|ROSARAMICIN STEARATE|SCH 14947 STEARATE";"Small molecule";"-1.0";"866.23";"";"";"2.67";"135.13";"10";"2";"1";"6";"N";"0.27";"12.82";"7.68";"2.68";"2.21";"0";"MOL";"0";"41";"10";"2";"1";"581.3564";"2.09";"NEUTRAL";"C49H87NO11";"CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C";"NTRKBPHPPMYMKJ-VHXUMFCXSA-N"
"CHEMBL437765";"RIFAMYCIN";"CB-01-11|M-14|RIFAMICINE SV|RIFAMYCIN|RIFOMYCIN|RIFOMYCIN SV|Rifamycin Sv";"Small molecule";"4.0";"697.78";"48";"139";"4.75";"201.31";"12";"6";"3";"2";"N";"0.14";"7.09";"None";"4.17";"3.68";"2";"MOL";"0";"50";"13";"6";"3";"697.3098";"2.39";"NEUTRAL";"C37H47NO12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"HJYYPODYNSCCOU-ODRIEIDWSA-N"
"CHEMBL221886";"SISOMICIN";"RICKAMICIN|SCH 13475|SISOMICIN|SISSOMICIN";"Small molecule";"3.0";"447.53";"135";"726";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"0";"31";"12";"12";"2";"447.2693";"1.93";"BASE";"C19H37N5O7";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"URWAJWIAIPFPJE-YFMIWBNJSA-N"
"CHEMBL184618";"FRAMYCETIN";"ACTILIN|ANTIBIOTIC 10676|ANTIBIOTIQUE EF 185|DEKAMYCIN III|ENTERFRAM|FRADIOMYCIN B|FRAMIDAL|FRAMYCETIN|FRAMYCIN|FRAMYGEN|FRANCETIN|NEOMYCIN B";"Small molecule";"3.0";"614.65";"222";"1749";"-8.90";"353.11";"19";"13";"3";"9";"N";"0.11";"12.15";"9.71";"-8.42";"-15.47";"0";"MOL";"0";"42";"19";"19";"3";"614.3123";"1.11";"BASE";"C23H46N6O13";"NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O";"PGBHMTALBVVCIT-VCIWKGPPSA-N"
"CHEMBL419";"MAFENIDE";"4-HOMOSULFANILAMIDE|D06BA03|MAFENIDE|Mafenide|NSC-34632|Sulfamylon";"Small molecule";"4.0";"186.24";"54";"268";"-0.21";"86.18";"3";"2";"0";"2";"N";"0.67";"10.25";"9.04";"-0.52";"-1.96";"1";"MOL";"0";"12";"4";"4";"0";"186.0463";"-1.14";"BASE";"C7H10N2O2S";"NCc1ccc(S(N)(=O)=O)cc1";"TYMRLRRVMHJFTF-UHFFFAOYSA-N"
"CHEMBL1278118";"SUPINOXIN";"P-P68 INHIBITOR RX-5902|RX-5902|SUPINOXIN";"Small molecule";"1.0";"441.46";"16";"38";"3.15";"89.05";"7";"1";"0";"5";"N";"0.65";"10.61";"1.45";"3.25";"3.25";"3";"MOL";"0";"32";"9";"1";"0";"441.1812";"-1.54";"NEUTRAL";"C22H24FN5O4";"COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1";"KAKPGJJRYRYSTP-UHFFFAOYSA-N"
"CHEMBL1237054";"PLICAMYCIN";"A-2371|ANTIBIOTIC LA-7017|AUREOLIC ACID|LA-7017|MITHRAMYCIN|MITHRAMYCIN A|Mithracin|NSC-24559|PA-144|PLICAMYCIN";"Small molecule";"4.0";"1085.16";"34";"108";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1084.4727";"None";"None";"C52H76O24";"CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1";"XDKMHMINQXATOR-RCFLUEAHSA-N"
"CHEMBL3545060";"ERYTHROMYCIN GLUCEPTATE";"ERYTHROMYCIN GLUCEPTATE|ERYTHROMYCIN GLUCOHEPTONATE|ILOTYCIN GLUCEPTATE|Ilotycin";"Small molecule";"4.0";"960.12";"";"";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"1.89";"NEUTRAL";"C44H81NO21";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO";"ZXBDZLHAHGPXIG-VTXLJDRKSA-N"
"CHEMBL1200510";"ERYTHROMYCIN STEARATE";"ABBOTICINE|Bristamycin|ERYPAR|ERYTHROCIN 500|ERYTHROCIN ACNE PACK|ERYTHROCIN STEARATE|ERYTHROMYCIN OCTADECANOATE (SALT)|ERYTHROMYCIN STEARATE|ERYTHROMYCINI STEARAS|ETHRIL 250|ETHRIL 500|Erythrocin|NSC-756747|PFIZER-E|SK-ERYTHROMYCIN|WYAMYCIN S";"Small molecule";"4.0";"1018.42";"3";"5";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"1.89";"NEUTRAL";"C55H103NO15";"CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"YAVZHCFFUATPRK-YZPBMOCRSA-N"
"CHEMBL532";"ERYTHROMYCIN";"A/T/S|AKNE-MYCIN|AKNEMYCIN PLUS|Benzamycin|Bristamycin|C-SOLVE-2|E-BASE|E-Base|E-GLADES|E-Glades|E-Mycin|E-SOLVE 2|E-mycin|ERY-TAB|ERYACNE 2|ERYACNE 4|ERYC 125|ERYC SPRINKLES|ERYCETTE|ERYMAX SPRINKLE|ERYTHRA-DERM|ERYTHRO-STATIN|ERYTHROMYCIN|ERYTHROMYCIN ESTOLATE IMPURITY, FREE ERYTHROMYCIN-|Emgel|Eryc|Eryderm|Erygel|Erymax|Erypar|Erythro 200|Erythro-Statin|Erythrocin|Erythromycin|Gallimycin|ISOTREXIN|Ilotycin|J01FA01|KERYMAX|NSC-55929|OFTALMOLOSA CUSI ERITROMICINA|PAEDIATHROCIN|PCE|Pfizer-E|R-P MYCIN|RETCIN|ROBIMYCIN|ROMMIX 250 EC|ROMMIX 500 EC|SANSAC|STATICIN|STIEMYCIN|T-STAT|TILORYTH|Wyamycin|ZINERYT";"Small molecule";"4.0";"733.94";"315";"4315";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"1.89";"NEUTRAL";"C37H67NO13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CHEMBL2375161";"SUROTOMYCIN";"CB-183, 315|CB-183,315|CB-183315|SUROTOMYCIN";"Protein";"3.0";"1680.75";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1679.7104";"None";"None";"C77H101N17O26";"CCCCCc1ccc(/C(C)=C/C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]2C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c3ccccc3N)C(=O)O[C@@H]2C)cc1";"DYNMYYRPPFVAKR-ZXTAUSOFSA-N"
"CHEMBL2146063";"CHLORTETRACYCLINE HYDROCHLORIDE";"AUREOMICINA|AUREOMYCIN MONOHYDROCHLORIDE|Aureomycin|CHLORTET HCL|CHLORTETRACYCLINE HCL|CHLORTETRACYCLINE HYDROCHLORIDE|CHLORTETRACYCLINI HYDROCHLORIDUM|Fermycin|ISPHAMYCIN|Isaphamycin|NSC-13252";"Small molecule";"4.0";"515.35";"32";"44";"0.44";"181.62";"9";"6";"1";"2";"N";"0.33";"2.64";"8.55";"-2.89";"-3.33";"1";"MOL";"0";"33";"10";"7";"1";"478.1143";"1.38";"ZWITTERION";"C22H24Cl2N2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl";"CBHYYLPALVVVEY-MRFRVZCGSA-N"
