"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2105460";"SEDECAMYCIN";"BUNDLIN|NSC-145117|RO 23-0731/000|RO-230731000|SEDECAMYCIN|T-2636|T-2636A";"Small molecule";"-1.0";"501.58";"";"";"2.29";"136.07";"8";"2";"1";"3";"N";"0.34";"11.97";"None";"2.52";"2.52";"0";"MOL";"0";"36";"9";"2";"1";"501.2363";"2.00";"NEUTRAL";"C27H35NO8";"CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O";"LSNBAGMWJRMBEO-VGBMZARNSA-N"
"CHEMBL2107141";"ORPANOXIN";"F-776|ORPANOXIN";"Small molecule";"-1.0";"266.68";"";"";"3.11";"70.67";"3";"2";"0";"4";"N";"0.89";"4.42";"None";"2.21";"-0.66";"2";"MOL";"0";"18";"4";"2";"0";"266.0346";"-0.31";"ACID";"C13H11ClO4";"O=C(O)CC(O)c1ccc(-c2ccc(Cl)cc2)o1";"YLJRTDTWWRXOFG-UHFFFAOYSA-N"
"CHEMBL474260";"CARUBICIN";"CARUBICIN|Carminomycin|NSC-180024";"Small molecule";"-1.0";"513.50";"31";"72";"0.73";"196.84";"11";"6";"3";"3";"N";"0.27";"7.78";"9.95";"1.76";"1.53";"2";"MOL";"0";"37";"11";"7";"3";"513.1635";"1.90";"BASE";"C26H27NO10";"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O";"XREUEWVEMYWFFA-CSKJXFQVSA-N"
"CHEMBL2106052";"CIMEMOXIN";"CIMEMOXIN|CYMEMOXINE|SD 286-03|SD-286-03";"Small molecule";"-1.0";"128.22";"";"";"1.03";"38.05";"2";"2";"0";"2";"Y";"0.43";"None";"5.89";"1.30";"1.29";"0";"MOL";"0";"9";"2";"3";"0";"128.1313";"-0.35";"NEUTRAL";"C7H16N2";"NNCC1CCCCC1";"BDHMBGHSWFWYSP-UHFFFAOYSA-N"
"CHEMBL2104870";"PUROMYCIN HYDROCHLORIDE";"CL 16,536|CL-16536|NSC-3055|PUROMYCIN DIHYDROCHLORIDE|PUROMYCIN HYDROCHLORIDE";"Small molecule";"-1.0";"544.44";"5";"10";"-0.79";"160.88";"11";"4";"1";"8";"N";"0.33";"12.35";"8.03";"-0.30";"-1.02";"3";"MOL";"0";"34";"12";"5";"1";"471.2230";"0.41";"NEUTRAL";"C22H31Cl2N7O5";"COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl";"MKSVFGKWZLUTTO-FZFAUISWSA-N"
"CHEMBL1320139";"HELIOMYCIN";"GELIOMYCIN|HELIOMYCIN|ITAMYCIN|RESISTOMYCIN|X-340";"Small molecule";"-1.0";"376.36";"44";"105";"3.66";"115.06";"6";"4";"0";"0";"N";"0.37";"6.66";"None";"5.86";"4.84";"3";"MOL";"0";"28";"6";"4";"0";"376.0947";"1.51";"NEUTRAL";"C22H16O6";"Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O";"ABLACSIRCKEUOB-UHFFFAOYSA-N"
"CHEMBL3989807";"PENGITOXIN";"GITOXIN PENTAACETATE|PENGITOXIN";"Small molecule";"-1.0";"991.13";"";"";"5.07";"233.41";"19";"1";"3";"12";"N";"0.15";"6.82";"None";"4.42";"3.74";"0";"MOL";"0";"70";"19";"1";"3";"990.4824";"1.75";"NEUTRAL";"C51H74O19";"CC(=O)O[C@H]1[C@@H](OC(C)=O)C[C@H](O[C@H]2[C@@H](OC(C)=O)C[C@H](O[C@H]3[C@@H](OC(C)=O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](OC(C)=O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C";"JDYLJSDIEBHXPO-ALNZGLKXSA-N"
"CHEMBL3989741";"ROSARAMICIN PROPIONATE";"ROSAMICIN 2'-PROPANOATE|ROSAMICIN PROPIONATE|ROSARAMICIN PROPIONATE|SCH 17894|SCH-17894";"Small molecule";"-1.0";"637.81";"";"";"3.63";"141.20";"11";"1";"2";"8";"N";"0.24";"None";"7.17";"3.82";"3.62";"0";"MOL";"0";"45";"11";"1";"2";"637.3826";"1.99";"NEUTRAL";"C34H55NO10";"CCC(=O)O[C@H]1[C@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]3(C)O[C@H]3[C@H](C)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)C[C@@H]1N(C)C";"JTJAMAJKINOBDT-FIJHNNTRSA-N"
"CHEMBL1908313";"RIFAMEXIL";"MDL 62,769|MDL-62769|RIFAMEXIL|RIFAMYCIN P, 2'-(DIETHYLAMINO)-";"Small molecule";"-1.0";"809.98";"1";"1";"6.50";"197.21";"14";"5";"3";"5";"N";"0.14";"6.45";"2.75";"6.12";"4.97";"3";"MOL";"0";"57";"14";"5";"3";"809.3557";"1.51";"ACID";"C42H55N3O11S";"CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4";"QTLQVMGAXZJADU-ZRWMMNBYSA-N"
"CHEMBL2111127";"OXIFUNGIN";"OXIFUNGIN";"Small molecule";"-1.0";"240.27";"";"";"2.12";"58.54";"5";"2";"0";"3";"N";"0.86";"None";"6.71";"1.58";"1.50";"2";"MOL";"0";"18";"5";"2";"0";"240.1011";"-0.64";"NEUTRAL";"C13H12N4O";"c1ccc(OCC2=Nc3cnccc3NN2)cc1";"NSOWETRRDBSIFL-UHFFFAOYSA-N"
"CHEMBL2104129";"BETAMICIN SULFATE";"BETAMICIN SULFATE|BETAMICIN SULPHATE|NSC-180972|SCH 14342";"Small molecule";"-1.0";"580.61";"";"";"-6.00";"248.39";"14";"10";"2";"6";"N";"0.17";"12.05";"9.59";"-5.72";"-11.26";"0";"MOL";"0";"33";"14";"13";"2";"482.2588";"1.79";"BASE";"C19H40N4O14S";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O";"DSKCFEUMUAHNEE-NYKBMUPHSA-N"
"CHEMBL2104567";"OXIMONAM";"OXIMONAM|SQ 82291|SQ-82291";"Small molecule";"-1.0";"357.35";"";"";"-1.19";"156.44";"9";"3";"0";"7";"N";"0.31";"2.92";"3.53";"-1.31";"-4.05";"1";"MOL";"0";"24";"11";"4";"1";"357.0743";"-0.34";"ACID";"C12H15N5O6S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1";"FJKOYBHMMTVFHK-TWYJFGHKSA-N"
"CHEMBL2103905";"PECOCYCLINE";"PECOCYCLINE";"Small molecule";"-1.0";"585.61";"";"";"0.17";"208.17";"11";"7";"3";"5";"N";"0.23";"2.72";"8.18";"-4.81";"-6.37";"1";"MOL";"0";"42";"13";"7";"3";"585.2322";"0.94";"ACID";"C29H35N3O10";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC(C(=O)O)C2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"LYOHRYSQMOWAQT-OSCKIKFWSA-N"
"CHEMBL2104060";"CARUMONAM SODIUM";"AMA 1080|AMA 1080(2NA)|AMA-1080|AMASULIN|CARUMONAM DISODIUM SALT|CARUMONAM SODIUM|RO 17-2301/006|RO-172301006";"Small molecule";"-1.0";"510.37";"2";"4";"-2.88";"253.90";"12";"5";"1";"9";"N";"0.11";"-2.09";"3.90";"-4.94";"-8.09";"1";"MOL";"0";"30";"16";"7";"2";"466.0213";"-0.10";"ACID";"C12H12N6Na2O10S2";"NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-].[Na+].[Na+]";"BGGXRVPCJUKHTQ-AHCAJXDVSA-L"
"CHEMBL1232279";"NEMORUBICIN";"NEMORUBICIN";"Small molecule";"-1.0";"643.64";"4";"6";"0.35";"201.75";"14";"5";"2";"7";"N";"0.22";"8.02";"5.47";"2.38";"2.28";"2";"MOL";"0";"46";"14";"5";"2";"643.2265";"1.53";"NEUTRAL";"C32H37NO13";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCO[C@H](OC)C2)[C@H](O)[C@H](C)O1";"CTMCWCONSULRHO-UHQPFXKFSA-N"
"CHEMBL515668";"ESORUBICIN";"ESORUBICIN";"Small molecule";"-1.0";"527.53";"2";"2";"1.03";"185.84";"11";"5";"2";"5";"N";"0.30";"8.01";"10.13";"1.24";"0.69";"2";"MOL";"0";"38";"11";"6";"3";"527.1791";"1.56";"BASE";"C27H29NO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1";"ITSGNOIFAJAQHJ-BMFNZSJVSA-N"
"CHEMBL458336";"MEDORUBICIN";"MEDORUBICIN|NSC-256438";"Small molecule";"-1.0";"513.50";"1";"2";"-0.01";"196.84";"11";"6";"3";"4";"N";"0.26";"8.02";"9.94";"0.69";"0.24";"2";"MOL";"0";"37";"11";"7";"3";"513.1635";"1.74";"BASE";"C26H27NO10";"C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@@H]1O";"XVXGYZFARCOVHS-BINOZUKVSA-N"
"CHEMBL2105824";"PIPACYCLINE";"MEPICYCLINE|NSC-69335|PIPACYCLINE";"Small molecule";"-1.0";"586.64";"";"";"-1.02";"194.34";"12";"7";"3";"6";"N";"0.20";"3.00";"8.18";"-4.19";"-4.23";"1";"MOL";"0";"42";"13";"7";"3";"586.2639";"0.92";"ACID";"C29H38N4O9";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"XATZHCXBMKRRDO-REHNUXHNSA-N"
"CHEMBL3990195";"MEGALOMICIN";"MEGALOMICIN|MEGALOMICIN A|SCH 13430|SCH-13430";"Small molecule";"-1.0";"877.12";"";"";"1.58";"226.61";"17";"6";"3";"9";"N";"0.18";"12.41";"8.68";"2.84";"0.79";"0";"MOL";"0";"61";"17";"6";"3";"876.5559";"1.55";"BASE";"C44H80N2O15";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"LRWRQTMTYVZKQW-WWDNQWNISA-N"
"CHEMBL3989616";"LYDIMYCIN";"LIDIMYCIN|LYDIMYCIN|NSC-127473|U-15,965|U-15965";"Small molecule";"-1.0";"242.30";"";"";"0.57";"78.43";"3";"3";"0";"4";"N";"0.50";"4.30";"None";"0.32";"-2.65";"0";"MOL";"0";"16";"5";"3";"0";"242.0725";"0.53";"ACID";"C10H14N2O3S";"O=C(O)/C=C/CC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21";"NZERRTYPTPRCIR-ARSLAPBQSA-N"
"CHEMBL3989485";"PLEUROMULIN";"ANTIBIOTIC A 40104C|BC-757|DROSOPHILIN B|MUTILIN 14-GLYCOLATE|NSC-121145|PLEUROMULIN|PLEUROMUTILIN";"Small molecule";"-1.0";"378.51";"22";"52";"2.89";"83.83";"5";"2";"0";"3";"N";"0.58";"13.11";"None";"2.60";"2.60";"0";"MOL";"0";"27";"5";"2";"0";"378.2406";"2.64";"NEUTRAL";"C22H34O5";"C=C[C@]1(C)C[C@@H](OC(=O)CO)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O";"ZRZNJUXESFHSIO-BKUNHTPHSA-N"
"CHEMBL3989753";"BASIFUNGIN";"AUREOBASIDIN A|BASIFUNGIN|LY-295337|LY295337|NK 204|NK-204|R-106-1|R106 1|R106-1";"Protein";"-1.0";"1101.44";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1100.6886";"None";"None";"C60H92N8O11";"CC[C@@H](C)[C@H]1OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C1=O";"RLMLFADXHJLPSQ-JCSHBHFFSA-N"
"CHEMBL441386";"";"";"Small molecule";"";"1237.53";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1236.2679";"None";"None";"C54H56N14O9S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCN4CCOCC4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"GOWMOVCMQLDKTQ-DAVGUZMASA-N"
"CHEMBL441792";"";"";"Small molecule";"";"807.08";"3";"3";"2.36";"198.10";"15";"6";"3";"11";"N";"0.13";"12.35";"9.77";"2.52";"-1.39";"0";"MOL";"-1";"56";"15";"6";"3";"806.5504";"1.59";"BASE";"C41H78N2O13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(CCCOC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O";"BHNUBZZBRFUVHZ-GQOMQJQLSA-N"
"CHEMBL3989864";"AZOTOMYCIN";"AZOTOMYCIN|DUAZOMYCIN B|NSC-56654";"Small molecule";"-1.0";"453.41";"2";"2";"-2.47";"265.76";"7";"5";"0";"16";"N";"0.09";"1.96";"9.03";"-5.99";"-10.53";"0";"MOL";"0";"32";"15";"6";"2";"453.1608";"0.50";"ZWITTERION";"C17H23N7O8";"[N-]=[N+]=CC(=O)CC[C@H](NC(=O)[C@H](CCC(=O)C=[N+]=[N-])NC(=O)CC[C@H](N)C(=O)O)C(=O)O";"MNHVIVWFCMBFCV-AVGNSLFASA-N"
"CHEMBL415668";"";"";"Small molecule";"";"1387.25";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1385.3875";"None";"None";"C71H65Cl2N9O17";"CCCCc1ccc(CNCc2c(O)cc3c(c2O)-c2cc(ccc2O)C2NC(=O)C4NC(=O)C5NC(=O)C(Cc6ccc(c(Cl)c6)Oc6cc4cc(c6O)Oc4ccc(cc4Cl)C(O)C(NC2=O)C(=O)N[C@H]3C(=O)NC)NC(=O)C(N)c2ccc(O)c(c2)Oc2cc(O)cc5c2)cc1";"LGBQFVMEHKBSOU-PWURILFNSA-N"
"CHEMBL3989700";"COUMERMYCIN";"COUMAMYCIN|COUMERMYCIN|NOTOMYCIN A1|NSC-107412";"Small molecule";"-1.0";"1110.09";"7";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1109.3753";"None";"None";"C55H59N5O20";"CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(O[C@H]7OC(C)(C)[C@H](OC)[C@@H](OC(=O)c8ccc(C)[nH]8)[C@H]7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C";"WTIJXIZOODAMJT-WBACWINTSA-N"
"CHEMBL2108066";"OZOGAMICIN";"OZOGAMICIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108146";"METHOCIDIN";"ARGICILLIN|HYDROXYMETHYL GRAMICIDIN|HYDROXYMETHYLGRAMICIDIN|METHOCIDIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2205638";"CHLORAMPHENICOL SULFATE SALT";"Chloramphenicol Sulfate Salt";"Small molecule";"";"421.21";"1";"1";"0.91";"112.70";"5";"3";"0";"6";"N";"0.41";"8.69";"None";"0.88";"0.86";"1";"MOL";"-1";"20";"7";"3";"0";"322.0123";"-0.11";"NEUTRAL";"C11H14Cl2N2O9S";"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl.O=S(=O)(O)O";"XAOZJPJZTZRRBM-VTLYIQCISA-N"
"CHEMBL2108498";"HAMYCIN";"HAMYCIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109112";"BLASTOMYCIN";"ANTIMYCIN A3|BLASTMYCIN|BLASTOMYCIN|NSC-58239";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2103892";"PALDIMYCIN B";"ANTIBIOTIC 273A1.BETA.|PALDIMYCIN B";"Small molecule";"-1.0";"1099.17";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1098.2967";"None";"None";"C43H62N4O23S3";"CO[C@H]1C[C@H](O[C@@H]2[C@H](OC(=O)C(NC(=S)SC[C@H](NC(C)=O)C(=O)O)C(C)SC[C@H](NC(C)=O)C(=O)O)[C@@H](COC(C)=O)OC([C@@]3(O)CC(=O)C(N)=C(C(=O)O)C3=O)[C@@H]2O)O[C@@H](C)[C@]1(O)[C@@H](C)OC(=O)C(C)C";"VBFMBQWGGZGDKY-OKUAUXBOSA-N"
"CHEMBL2109115";"BOTULISM ANTITOXIN";"BOTULINUM ANTITOXIN|BOTULISM ANTITOXIN";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108121";"PELIOMYCIN";"PELIOMYCIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3989508";"DUAZOMYCIN";"A-10270A|DIAZOMYCIN A|DUAZOMYCIN|DUAZOMYCIN A|NSC-51097";"Small molecule";"-1.0";"213.19";"2";"2";"-0.77";"119.87";"3";"2";"0";"6";"N";"0.34";"3.56";"None";"-2.20";"-5.56";"0";"MOL";"0";"15";"7";"2";"0";"213.0750";"0.60";"ACID";"C8H11N3O4";"CC(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)O";"WBSWOKCKZUNHQV-ZETCQYMHSA-N"
"CHEMBL3989729";"MEGALOMICIN POTASSIUM PHOSPHATE";"MEGALOMICIN POTASSIUM PHOSPHATE|SCH 13430.2KH|SCH 13430.2KH2P04";"Small molecule";"-1.0";"1149.29";"";"";"1.58";"226.61";"17";"6";"3";"9";"N";"0.18";"12.41";"8.68";"2.84";"0.79";"0";"MOL";"0";"61";"17";"6";"3";"876.5559";"1.55";"BASE";"C44H84K2N2O23P2";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=P([O-])(O)O.O=P([O-])(O)O.[K+].[K+]";"YVWJEFDUJZGAQS-CTMPRURZSA-L"
"CHEMBL2107132";"NITROCYCLINE";"NITROCYCLINE";"Small molecule";"-1.0";"459.41";"";"";"0.03";"204.53";"10";"5";"0";"3";"N";"0.23";"2.64";"8.51";"-2.69";"-4.27";"1";"MOL";"0";"33";"12";"6";"2";"459.1278";"1.10";"ZWITTERION";"C21H21N3O9";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc([N+](=O)[O-])c4C[C@H]3C[C@@H]12";"PHMPSHIUYYLXKR-UVPAEMEASA-N"
"CHEMBL2108240";"CIROLEMYCIN";"CIROLEMYCIN|U-12,241";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108749";"PAULOMYCIN";"PAULOMYCIN|U-43,120|U-43120";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594337";"GEMIBOTULINUMTOXIN A";"AGN-151607|GEMIBOTULINUMTOXIN A|PM-12759";"Protein";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108224";"AVOPARCIN";"AV-290|AVOPARCIN|AVOTAN|C-254|CL 81,587|CL-81587|LL-AV290";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2103938";"RIFAMETANE";"RIFAMETANE|SPA-S-565";"Small molecule";"-1.0";"836.98";"";"";"5.85";"229.27";"14";"6";"4";"6";"N";"0.05";"7.01";"5.29";"4.13";"3.66";"2";"MOL";"0";"60";"16";"6";"4";"836.4208";"1.66";"NEUTRAL";"C44H60N4O12";"CCN(CC)/C(C)=N/N=C/c1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2)O4";"MPNLXDYNHVIMAT-WDJJWENTSA-N"
"CHEMBL3989471";"SISOMICIN SULFATE";"NSC-757315|SCH 13475 SULFATE|SCH 13475 SULPHATE|SISOMICIN SULFATE|SISOMICIN SULPHATE|SISSOMICIN|SISSOMICIN SULFATE|Siseptin";"Small molecule";"-1.0";"1385.46";"2";"4";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"0";"31";"12";"12";"2";"447.2693";"1.93";"BASE";"C38H84N10O34S5";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"CIKNYWFPGZCHDL-ZHFUJENKSA-N"
"CHEMBL2109091";"ENRAMYCIN";"ENDURACIDIN|ENRAMYCIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594324";"HEPCIDIN ACETATE";"HEPCIDIN ACETATE|HEPCIDIN-25 ACETATE";"Protein";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108107";"TETANUS ANTITOXIN";"TETANUS ANTITOXIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108548";"OLIVOMYCIN";"NSC-76411|OLIVOMYCIN|OLIVOMYCINS";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095403";"SIRPEFENICOL";"SIRPEFENICOL|ZTS-00007928";"Small molecule";"-1.0";"401.41";"";"";"2.54";"103.14";"5";"3";"0";"7";"N";"0.66";"8.71";"2.91";"0.84";"0.82";"2";"MOL";"0";"27";"6";"3";"0";"401.1021";"-0.50";"NEUTRAL";"C17H18F3N3O3S";"CS(=N)(=O)c1ccc(-c2ccc([C@@H](O)[C@@H](CF)NC(=O)C(F)F)cc2)cn1";"BCSOJZOJNNYSQM-GDVFORLASA-N"
"CHEMBL2108441";"MITOGILLIN";"MITOGILLIN|NSC-69529|RIBONUCLEASE MITOGILLIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594323";"HEPCIDIN";"HEPCIDIN|HEPCIDIN-25|HEPCIDIN-25 (HUMAN)";"Protein";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107918";"ORIENTIPARCIN";"ORIENTIPARCIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108460";"FUNGIMYCIN";"AMINOMYCIN|FUNGIMYCIN|NC 1968|NC-1968|PERIMYCIN|WX 2412|WX-2412";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
